airline_sentiment,airline,text,hour_of_day,am_or_pm,day_of_week,weekend,tweet_length
negative,Delta,@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired,19,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue flight 2302 from JFK to BUF.,19,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue thank you very very much!! 💙💙,19,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :),19,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac,19,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue after 40 mins they tell us they can't check temperature for at least 2 more hours. So it's back to the gate to wait. #mosiacfail,19,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,19,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue time to reevaluate my nyc carrier.,19,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue we are bringing 2 guitars. can we bring them as carry on?,18,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue what's going on with flight 669 and how many free trips will I get from this epic inconvenience @anku http://t.co/pEUc0BMij9,18,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue the departure time keeps getting Late Flightr.  I'll be lucky if I'm home by 3am,18,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue I LOVE JET BLUE!,18,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue how come you're responding to everyone else and not me #wtf,18,PM,Thursday,Weekday,Short
neutral,Delta,"@JetBlue So anything found while cleaning the plane in DC would be at the baggage office, even something small?",18,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue Can I bring my dog on board?,18,PM,Thursday,Weekday,Short
positive,Delta,@NinaDavuluri We think it's a treat to have you onboard! Enjoy your flight. 💙,18,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue @NinaDavuluri 😃cool,18,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue Maybe I'll just go to Cleveland instead.,18,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue yes! Always a treat to fly with you guys! 😊✈️,18,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.,18,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue Hi. I'm trying to find a flight to the Middle East.,18,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue @lopezlaymari what a patronizing response to a legitimate issue,18,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue Yep. 1 hour at Logan. Gangway broke and cabin crew stuck on plane. They just arrived. Passengers request butt massages.,17,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue I love your flights! But theres always some delay unfortunately,17,PM,Thursday,Weekday,Short
positive,Delta,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",17,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue my butt hurts.,17,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue that's what they told me half an hour ago,17,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue I have been hanging here for almost an hour,17,PM,Thursday,Weekday,Short
negative,Delta,"@JetBlue took forever for catering to get to my flight, now are very delayed. So ticked off right now.",17,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue it is absurd that I have waited more than 45mins because the flight attendant assigned for my flight is Late Flight. You dont have others?,17,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue safety first !! #lovejetblue,17,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue delayed flight bummer,17,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!,17,PM,Thursday,Weekday,Long
positive,Delta,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal.",16,PM,Thursday,Weekday,Short
negative,Delta,"@jetblue well, we're on our way now, but more than half my tv channels are just static. 😔",16,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue any idea when November-December 2015 travel opens up?,16,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue Airways Corporation (NASDAQ:JBLU) Update: @JetBlue says #Lufthansa ... - Markets Bureau http://t.co/aPY3zLSqUu,16,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue thanks so much!! ❤️✨ very relaxing flight!,16,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue alright.,16,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd,16,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?,16,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue shut up an turn on the tvs/music,16,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe,16,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue excellent. you guys are the best,16,PM,Thursday,Weekday,Short
positive,Delta,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response.",16,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.,16,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue do you do any discounts for volunteer firefighters?,16,PM,Thursday,Weekday,Short
neutral,Delta,"@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!",15,PM,Thursday,Weekday,Short
negative,Delta,"@JetBlue If your confirming to me that the rate won't go down again looks like I can't fly JetBlue this time around, can't afford that price",15,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue :/ he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight. Didn't feel safe.,15,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!,15,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue Been a member since 2007. Looking to travel next week 2/24-2/27. Couldn't book right away due to all the snow; I'm in BOS.,15,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue thanks JB!! This is why I 💙 you!,15,PM,Thursday,Weekday,Short
positive,Delta,"@JetBlue but thank you! Love, an anxious flyer.",15,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.,15,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue I don't want to seem crazy! Have already asked twice!,15,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue Flight I want to book was $320 one day; went to purchase next day &amp; price doubled to $737. Inquiring on chance it may go down?,15,PM,Thursday,Weekday,Long
negative,Delta,"@JetBlue Sent an email more than 24 hours ago asking a few questions, still no response. Need answers before (hopefully) Flight Booking Problems flight...",15,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.,15,PM,Thursday,Weekday,Long
negative,Delta,"@JetBlue if I'm about to get on a plane, I think I deserve to know what the mechanical issues are for the flight being delayed.",15,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue can you give me an update on flight 1684 MCO-&gt;JFK? They're saying mechanical issues but will not disclose what they are...,15,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E,15,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue on flight 2416 to Orlando...ridiculous that we had to wait for this high school band to board. #notbabysitters #whrsthecoach?,15,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍,15,PM,Thursday,Weekday,Long
positive,Delta,"@JetBlue awesome, thanks!",15,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Digital Journal http://t.co/urcyfcp2Lx,15,PM,Thursday,Weekday,Long
negative,Delta,"@JetBlue you service agents at MCO are great, but their are not enough of them working right now!",14,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue keep going back and forth with being able to board and then not. But great agents in savannah!,14,PM,Thursday,Weekday,Long
negative,Delta,"@JetBlue not to get into semantics here but ""by"" means ""within the extent or period of; during"" and it is still technically 2/19 #dictionary",14,PM,Thursday,Weekday,Long
negative,Delta,@jetblue is giving me false hope of ever getting home,14,PM,Thursday,Weekday,Short
neutral,Delta,"@JetBlue 1st flight of the morning, flying with a toddler. Will the plane be heated to a comfortable temp before boarding starts. #ItsCold",14,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.,14,PM,Thursday,Weekday,Long
neutral,Delta,"@JetBlue I want to enter the family pooling contest, it says ""by 2/19"" on the website, can I please enter still!",14,PM,Thursday,Weekday,Long
positive,Delta,"@JetBlue Vegas, San Francisco, Baltimore, San Diego and Philadelphia so far! I'm a very frequent business traveler.",14,PM,Thursday,Weekday,Long
neutral,Delta,"@JetBlue and of course that was supposed to say Logan, not login",14,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!,14,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue @TSA JetBlue never disappoints !,14,PM,Thursday,Weekday,Short
neutral,Delta,"😢😢 RT“@JetBlue: @Peaches275 Oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points.”",14,PM,Thursday,Weekday,Long
neutral,Delta,"@JetBlue quick question, to pay for a second bag, do I have to do it online or can I do it at the airport?",14,PM,Thursday,Weekday,Long
negative,Delta,"@JetBlue not cool to announce a flight ""delay"" when everyone is checking in. A 4 hour delay bdl-dca with a staff offering  no help.",14,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue Hi. How do I claim points on a 1800-flowers order after I purchased? I totally forgot to put in the promo code.,14,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue what's the hold up with flight 1553? boarding should've taken place 30 minutes ago.,14,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue yes slc on 4/19,14,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue now we are waiting over an half hr for the packages. What's wrong with you guys?? http://t.co/wVGpp3Ymz1,14,PM,Thursday,Weekday,Long
neutral,Delta,@jetblue How long ago can a trip have taken place for me to still get credit if I didn't apply my TrueBlue # when I booked?,14,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue thanks for your help! #jetbluesofly,14,PM,Thursday,Weekday,Short
neutral,Delta,@jetblue I was able to access it by using the drop down instead of clicking on the tab.,14,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.,13,PM,Thursday,Weekday,Long
positive,Delta,"@JetBlue:  Ahoy from a loyal #AllYouCanJetPass holder! When do you anticipate direct US flights to #Havana, #Cuba? (#JetBlue #Vacation)",13,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue that is my point! They are only offering me a flight the next day and expect me to now pay for a hotel because they Cancelled Flightled.,13,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue excited for my first flight w/ you today! It's delayed though- can you give me the 411? Flight number 989 from Boston to DC,13,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue what is the Mosiac 800 #?,13,PM,Thursday,Weekday,Short
negative,Delta,@JetBlue I can probably find some of them. Are the ticket #s on there?,13,PM,Thursday,Weekday,Short
negative,Delta,"@JetBlue no they offered the flight (4/19), I paid, then they changed it.This is the 2nd  time you have done this to me. ruins cruise plans",13,PM,Thursday,Weekday,Long
positive,Delta,"@JetBlue okie doke! Knowing you, you will fix this ;)",13,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue should I check in my awesome bag on my flight or carry it on... Decisions...,13,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue I can't. I don't have acces to a phone rn. My iPhone broke. :/ would rather change it now then Late Flightr.,13,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue I can't do that flight. I need a Late Flightr one! I need you to change my flight. You guys changed it and now I can't do that time!,13,PM,Thursday,Weekday,Long
positive,Delta,".@JetBlue Wish you would make Austin, TX a hub. Missing you as my “only” airline for all my biz travel since I moved from BOS. :(",12,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue Just sent it,12,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue a little vino wouldn't hurt 🍷,12,PM,Thursday,Weekday,Short
neutral,Delta,@JetBlue Airways Receives New Coverage from Analysts at Bank of America (JBLU) - The Legacy http://t.co/dORuxBqla1,12,PM,Thursday,Weekday,Long
positive,Delta,@JetBlue Crisis averted! Flight #69 from BOS to FLL is boarding. Let's hope the new pilots aren't Clarence Oveur and Roger Murdock. :-),12,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue My bag is missing from 1099 landed over 6 hours ago. Help!,12,PM,Thursday,Weekday,Short
positive,Delta,@JetBlue thanks to Julian at login for getting me onto an earlier flight back to DCA,12,PM,Thursday,Weekday,Short
negative,Delta,"@JetBlue Apparently, the substitute pilots for flight #69 from BOS to FLL can't be found. No info is avail from the counter. How about you?",12,PM,Thursday,Weekday,Long
negative,Delta,@JetBlue Landed at MCO before 9am and still don't have my bag. You were supposed to give it to Disney's Magical Express this AM.I am livid!,12,PM,Thursday,Weekday,Long
neutral,Delta,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5fmipW9dhi,12,PM,Thursday,Weekday,Long
positive,Delta,Not your fault @JetBlue Social Media Awesome People. I know everyone is working hard to get us in our way.,12,PM,Thursday,Weekday,Long
neutral,Delta,"@JetBlue as requested, here's selfie somewhere over the Rocky's. #milehighselfieclub http://t.co/A1ChOxKPJp",11,AM,Thursday,Weekday,Long
neutral,Delta,@JetBlue short stop at JFK before IAD,11,AM,Thursday,Weekday,Short
negative,Delta,@JetBlue Flight 69 (ha!) - one employee said they were reassigned another said they just left. I just want some warm weather!,11,AM,Thursday,Weekday,Long
positive,Delta,@JetBlue Seems a few of my friends speak highly as well. Now we just need to find a decent priced way to go from YVR to SEA and overnight.,11,AM,Thursday,Weekday,Long
